dataset;BiasedMatrixFactorization.NMAE.MatrixFactorization.NMAE;BiasedMatrixFactorization.RMSE.LatentFeatureLogLinearModel.RMSE;GlobalAverage.MAE.SigmoidCombinedAsymmetricFactorModel.MAE;GlobalAverage.RMSE.MatrixFactorization.RMSE;LatentFeatureLogLinearModel.NMAE.SigmoidUserAsymmetricFactorModel.NMAE;MatrixFactorization.MAE.SVDPlusPlus.MAE;MatrixFactorization.MAE.SigmoidCombinedAsymmetricFactorModel.MAE;MatrixFactorization.RMSE.SVDPlusPlus.RMSE;MatrixFactorization.RMSE.SigmoidCombinedAsymmetricFactorModel.RMSE;SVDPlusPlus.NMAE.SigmoidUserAsymmetricFactorModel.NMAE;SVDPlusPlus.RMSE.SigmoidItemAsymmetricFactorModel.RMSE;SVDPlusPlus.RMSE.SigmoidUserAsymmetricFactorModel.RMSE;SigmoidCombinedAsymmetricFactorModel.RMSE.SigmoidItemAsymmetricFactorModel.RMSE;SigmoidCombinedAsymmetricFactorModel.RMSE.SigmoidUserAsymmetricFactorModel.RMSE;SigmoidItemAsymmetricFactorModel.NMAE.UserItemBaseline.NMAE;SigmoidItemAsymmetricFactorModel.RMSE.SigmoidUserAsymmetricFactorModel.RMSE
yelp.csv;0.667172984721403;-0.109936889400955;-0.129119676410308;-0.160197384892898;0.441737484639603;0.197520307012604;0.143961406620391;0.192083365736701;0.157058707549772;-0.0463051161710584;-0.010724814420342;-0.0468931770287443;0.0311408410957853;-0.029216996882817;0.149192428564336;-0.0652613325929136
movietweetings_recsys2014.csv;-0.0395650233652639;-0.120772308424021;-0.0549796652425052;-0.125863200194248;-0.0712795241793036;0.239504078045694;0.224727956221683;0.325546684791567;0.417310692707921;0.0288044520611118;0.226293901029739;0.190249159635644;-0.0111649927723163;-0.0580963581703729;0.0656494551662475;-0.0461529519213396
amazon-apps.csv;-0.0487924397200995;0.123988402269724;-0.000388444718610903;-0.148111286956451;-0.117099201250776;0.280750988653279;0.26202939840744;0.291610886038185;0.329128328609243;0.0283471434376585;0.148112382197886;0.0843025255773829;0.0497804100450277;-0.0625577643021862;-0.00796438100633148;-0.119334578118523
amazon-cd.csv;0.680326408142067;-0.0464864803857148;-0.0219935634023224;-0.119583212391023;0.334840317503909;0.111498724418077;0.153260468496744;0.0951975381808622;0.0629049872629511;0.106631159309255;-0.00125913022760697;-0.0431254527360302;0.0494840726861633;-0.0217488120823686;0.02305817388802;-0.0785274930173029
amazon-food.csv;-0.0344825411046782;-0.164004076267561;-0.0786936490498226;-0.0965177749353738;0.323697017487236;0.0254303055783944;0.0657505355931241;-0.0248545889929517;-0.0367760286633795;0.0925199691928684;0.0345271454789051;-0.00528753777581797;0.044809050681043;-0.0189888989194295;0.0875003774808456;-0.0705229326194602
amazon-tools.csv;-0.0432691810311213;-0.149186968794582;-0.0839268428498467;-0.0911816505418899;0.00969982567058631;0.00627230770135903;0.0534726056986456;-0.0216996811920505;-0.0047047777567208;0.100439836298885;0.105147938669828;0.0550693749401496;0.0607037030986711;-0.0203080783604154;0.0947230656313437;-0.0897263097131329
yahoo-music.csv;-0.0478483949536273;0.211641137828543;0.71091742175627;0.25114830213713;-0.118683247730292;-0.136921446135075;-0.118518650947678;0.123556225159268;0.191241867302166;-0.00406062611801201;-0.163456939220865;0.0708894536315696;-0.717187937104566;-0.23772009406602;-0.461095186232235;0.60294649744903
amazon-office.csv;-0.0451191517144559;-0.118098038472066;-0.10651149761452;-0.0920977828033231;-0.0720059219983683;0.00826445309158735;0.0346852740517956;0.00957563794795168;0.0404009353648725;0.0565445665302505;0.135963131605366;0.0773073602247238;0.0611340417855914;-0.0381750940416557;0.121542178936244;-0.107917984347903
bookcrossing.csv;-0.0532820282059526;-0.0374424821312801;-0.10868263861234;-0.0907421390890392;-0.108422335091743;0.238466911275577;0.0175218463340064;0.147743860650104;0.0163352494431983;-0.33802947944372;-0.231804738620819;-0.235580243297414;-0.00978078466503404;-0.0117632657605475;0.139121662519628;-0.00159869933605067
amazon-health.csv;-0.0454511559501783;0.0228186631587498;-0.193808808754302;-0.0943144190116978;-0.111760070936146;0.0256112759509629;-0.0749385800622762;-0.00517395352441198;-0.0835141938550786;-0.183946980391637;-0.100676314167926;-0.15190427112336;0.0613511051351399;-0.0403365963693232;0.235789946487529;-0.11030406449261
amazon-toys.csv;-0.0335194048894766;-0.145326253086897;-0.0195296249474484;-0.0914751996229536;0.0511088578130325;0.0333958909898519;0.130098834572247;-0.0047968109172821;0.0557762721364241;0.1984096669353;0.197916420086104;0.139830551376563;0.056487526600735;-0.0367450948286617;0.0196591322397247;-0.101278140067771
amazon-beauty.csv;-0.0403989218015857;-0.162879672999793;-0.101759660521666;-0.0943037774445543;0.201148222914173;-0.011070001684137;0.0356699715018998;-0.0348539860513458;-0.0368742127129794;0.0979566909624379;0.0585478907921866;0.0174537090334046;0.050762644151685;-0.0133992153593112;0.11857131357588;-0.071686868117069
amazon-digital-music.csv;-0.0451099527811672;-0.1403428845427;-0.026941211826489;-0.0972447742139678;-0.00889151330669057;0.0289011154597152;0.124358753970924;0.0140846200580808;0.0334457851978977;0.201897813414706;0.10111899203741;0.0631755457410198;0.0398463584730033;-0.0145843374131461;0.0363752090570034;-0.0605571751567175
jester2.csv;-0.0399159422545083;0.241621282354157;0.167753035023364;0.308015279239677;-0.119429100780348;-0.282659708343728;-0.390273195408163;-0.226275777942293;-0.352005343986231;-0.158668290151016;-0.22705063528276;-0.156808018631196;0.0660061212935221;0.264684506627974;-0.187967893465323;0.186678004412553
amazon-kindle.csv;-0.0502269576827689;-0.0147649460206335;-0.157338646388817;-0.0932134452674152;-0.108773449948335;0.113984991924907;-0.0368297720447252;0.0702024226340987;-0.0380550983675407;-0.252198193305987;-0.168654280094516;-0.203022364179975;0.0386828642474933;-0.0293731301479332;0.191187651642788;-0.0739219195267797
amazon-sports.csv;-0.042376289465967;-0.134313207304632;-0.112008922129293;-0.0910508215936197;-0.0426114611001001;-0.00364481747497123;0.0192024059944387;-0.0404853284000496;-0.0398964752971284;0.0565069886768911;0.0674234547181122;0.0222414548184006;0.0578407393514053;-0.0146969409686073;0.130034633203875;-0.080943470121977
amazon-phones.csv;-0.039295367435816;-0.156780848654014;-0.0572330772419906;-0.101643614840561;0.132500577481661;0.0734687217839944;0.0948989006556423;0.0273510348939655;-0.00120834173582288;0.0619206524613611;-1.75027349669831e-05;0.025855298172132;0.0426382653219422;0.138773855925259;0.0600917527486789;0.0884582965926897
amazon-instruments.csv;-0.0436582099066918;-0.13216699090954;-0.105594749834059;-0.0902786304268374;-0.0455795196923319;-0.000111812201968817;0.0251919476570055;-0.045562603632954;-0.0459597867040297;0.0635825777238952;0.0620056764114024;0.0220833341042624;0.0513826861855089;-0.00952154595195106;0.120869861493157;-0.068539934907093
movielens20m.csv;-0.0402710920093576;0.222305603166496;0;0.362891177479884;0;-0.207601812725757;0;-0.252832606152305;0;0;-0.192260550559534;0;0;0;-0.299925059302225;0
amazon-garden.csv;-0.0450459235388372;-0.0950403727121716;-0.107215786647174;-0.0906926154105395;-0.0868257400517791;0.00116426902974085;0.032409209734382;-0.00527431505111768;0.0228185674970936;0.0645423706416712;0.129036622998898;0.0743073205729075;0.0595406597451407;-0.0309835660750424;0.12186662890802;-0.0989994352019256
jester3.csv;-0.0413689221368925;0.270960992126385;0.0446151621537386;0.0538254153949533;-0.1192814165056;-0.0945461445052501;-0.205486022923079;0.126854375536722;0.0116890252692712;-0.0839124460104445;-0.176672841960374;-0.0694019422566027;0.0410402752868495;0.332560106459661;-0.0493194808090501;0.282571748586392
flixter.csv;-0.0408780820910503;0.225703069839786;0.140229439343911;0.246512431289207;-0.119184015092846;-0.213334965129075;-0.292262521162638;-0.222211652501186;-0.295043059127495;-0.147323666310149;-0.104730193925572;-0.0655918642577294;0.0657597055846974;0.192103263590987;-0.160710554585784;0.115045833540954
movielens10m.csv;-0.04017632504256;0.225797790829363;0.262000707543871;0.328311522538967;-0.119238687040324;-0.198749513636406;-0.285341972143141;-0.237251225257246;-0.345676646374964;-0.197823303065211;-0.151831588496313;-0.189582870376398;0.145230035723917;0.0844607573543216;-0.289114568222196;-0.0810033484482265
jester1.csv;-0.0402033491773427;0.240867613924925;0.157018324380792;0.284109747407083;-0.119414695856231;-0.270255731468118;-0.368107339092473;-0.219782038284225;-0.339573217282382;-0.16008163654533;-0.212618308599611;-0.161056224814192;0.0658912548301585;0.21750979889921;-0.177377743946077;0.140068832751553
amazon-clothes.csv;-0.0436918582064838;-0.00895258844784072;-0.214003145216475;-0.0903398307306639;-0.10828761690709;-0.0181287334989011;-0.103074782986573;-0.0510963783422717;-0.121714627293521;-0.162952190215781;-0.0886248749693624;-0.131887122822096;0.0589890650202335;-0.0219067948090718;0.264450893519345;-0.0893822794538199
amazon-automotive.csv;-0.0412648997702188;-0.148656307645946;-0.0951979919047589;-0.0890445810679794;0.0211005163410467;-0.0247496942140435;0.0375802398985555;-0.0654551828490484;-0.0600485823913669;0.128240595124937;0.0812824087471385;0.0321188435251756;0.0664808456704781;-0.0135245341127262;0.110669935353731;-0.0895008554940056
amazon-instant-video.csv;-0.0179074721771342;-0.15404223554682;0.116533037265367;-0.0999150477738144;0.469653838300899;0.25903720538178;0.304087473183686;0.0735124023006038;0.0358063556691842;0.184292723454188;0.0873466212791792;0.00575737082975882;0.263730882036039;0.130149980549959;-0.16075502102654;-0.167975667496985
movietweetings_latest.csv;-0.0511819752872841;0.148075875969498;-0.0356823345350394;-0.0444370362598074;-0.117599730615821;0.180814545524786;0.0737013811599717;0.271733791791054;0.186209051008887;-0.181573821523935;-0.162891936884114;-0.200832370572115;-0.0857780764981711;-0.179238593517236;0.0519246395657728;-0.0824260866828534
amazon-home.csv;-0.0417335196424073;-0.152213155055021;-0.0787516336318678;-0.100081085016053;0.0221629510615621;0.031627275787124;0.0726551720246959;0.00796486713882707;0.0257326607232407;0.0964792339550418;0.106740015086317;0.0543779787052735;0.0590259711553977;-0.0276749782226798;0.0873916987059837;-0.0951412791995783
amazon-movies.csv;-0.0504650759718131;-0.105846071795321;-0.00245928650742553;-0.0376742782565406;-0.0821324120073108;-0.0109093860215325;0.0634237103404624;-0.048787083250761;0.0275221752121977;0.177733813302911;0.207836884615995;0.209683300876648;0.0059174942117434;0.0512935743472312;-0.000433214706180772;0.0433076410102034
amazon-pet-supplies.csv;0.160006499773589;-0.0995584767836211;-0.0689475981839451;-0.097869443996123;0.26221536779425;0.0417410036535988;0.0833087351943469;0.0221954552467602;0.0280604074758287;0.094109402492686;0.051729035937341;0.0225251540591775;-0.00324319462711249;-0.046066642214761;0.0766084032290148;-0.0431494848195744
amazon-baby.csv;-0.0415189957198407;-0.125389253488481;-0.0763048460685241;-0.0973621348462704;-0.0611617492226466;0.0424319153791996;0.0710665155465898;0.0146134794770416;0.0312076558163469;0.0717245613883367;0.102094781140913;0.0485921019933769;0.0542790792748313;-0.0362529667833778;0.0827506208814945;-0.0983068901329196
yahoo-movies.csv;-0.0501695765262211;0.158553681470822;0.00674422173642414;-0.00157105947957995;-0.117702950185004;0.120416732606047;-0.0425862453686887;0.200473698145591;0.115086420422527;-0.31472078131276;-0.196595594908814;-0.217212582389545;-0.147187752653859;-0.208220022082181;0.0131247863522787;-0.0415287483091152
movielens_latest.csv;-0.0403895351628196;0.222122901819156;0;0.3360009046816;0;-0.204806221120012;0;-0.248429963054354;0;0;-0.183806898120368;0;0;0;-0.274990769913777;0
movielens100k.csv;-0.0462454650707032;0.25007499377366;0.106819966070035;-0.0459654827385676;-0.119206689633067;0.0525903577754573;0.063934374006707;0.114605149956577;0.171949912770356;-0.135740770512988;-0.0881771550110275;-0.0950132367016591;-0.519391682748382;-0.589916347401579;-0.0205609019293553;0.00143984362193461
movielens1m.csv;-0.0413609229667746;0.24743740231379;0.282716152704188;0.198521474324496;-0.119107094693447;-0.0759594814829615;-0.125907379760439;-0.040617669598924;-0.0726797297006352;-0.105744953602692;-0.0983842441837532;-0.0428795384115136;-0.141839864545431;-0.00506098408233162;-0.267118516016447;0.156264298718324
tripadvisor.csv;-0.0571999084508111;-0.150564501626726;0.0651969316830185;0.207424373608944;-0.0162303160586563;-0.48786486708642;-0.297675615141879;-0.455782949785278;-0.23736629420319;0.476149644053979;0.526100494190052;0.720548751013024;-0.067078232675688;0.432460999690763;-0.0632076993480373;0.507443384700516
amazon-games.csv;-0.0441220314251496;-0.139204400348716;-0.0234710974214298;-0.103988918300148;-0.0399565171236977;0.128420959704621;0.154004960176373;0.12231829909608;0.15141135801308;0.0862483932623433;0.131014745365889;0.0797102285437952;0.0547168195983457;-0.0279191905196074;0.0183865413586115;-0.0905364520884658
